station	date	time	tmpc	relh	drct	spdms	presshPa	1hrprcpmm				
SPZO	12/12/2014	16:00	19	34.51	M	2.06	1031.16					
SPZO	12/12/2014	16:30	20	30.2	M	1.54	1030.14					
SPZO	12/12/2014	17:00	20	28.11	M	1.03	1030.14					
SPZO	12/12/2014	17:30	22	15.97	M	1.54	1029.12					
SPZO	12/12/2014	18:00	22	21.5	M	1.03	1029.12					
SPZO	12/12/2014	18:30	22	24.86	M	1.03	1027.09					
SPZO	12/12/2014	19:00	23	20.23	260	2.57	1026.08					
SPZO	12/12/2014	19:30	23	21.76	M	2.57	1025.06					
SPZO	12/12/2014	20:00	24	22.02	300	3.60	1026.08					
SPZO	12/12/2014	21:00	20	34.8	40	6.17	1025.06					
SPZO	12/12/2014	21:30	19	34.51	350	5.14	1024.04					
SPZO	12/12/2014	22:00	19	32.14	10	4.63	1024.04	1				
SPZO	12/12/2014	22:30	18	36.74	120	4.12	1026.08					
SPZO	12/12/2014	23:00	17	45.04	100	4.12	1026.08					
SPZO	12/13/2014	0:00	16	48	350	3.09	1027.09					
SPZO	12/13/2014	1:00	16	51.45	300	4.12	1029.12					
SPZO	12/13/2014	1:15	13	66.91	340	4.12	1030.14					
SPZO	12/13/2014	2:00	10	71.07	360	4.12	1032.85	3				
SPZO	12/13/2014	3:00	9	76.01	260	1.03	1033.86	0.8				
SPZO	12/13/2014	4:00	10	76.18	0	0.00	1032.85					
SPZO	12/13/2014	5:00	9	81.47	0	0.00	1032.85	0.8				
SPZO	12/13/2014	6:00	9	76.01	290	3.60	1031.16					
SPZO	12/13/2014	7:00	9	76.01	290	2.57	1031.16					
SPZO	12/13/2014	8:00	9	76.01	280	1.54	1030.14					
SPZO	12/13/2014	9:00	9	76.01	0	0.00	1030.14					
SPZO	12/13/2014	10:00	9	76.01	0	0.00	1031.16					
SPZO	12/13/2014	10:30	9	76.01	0	0.00	1031.16					
SPZO	12/13/2014	11:00	10	76.18	80	1.03	1031.83					
SPZO	12/13/2014	11:30	11	66.48	M	1.03	1031.83					
SPZO	12/13/2014	12:00	11	66.48	0	0.00	1031.83					
SPZO	12/13/2014	12:30	13	58.27	270	3.09	1031.83					
SPZO	12/13/2014	13:00	13	58.27	250	2.06	1031.83					
SPZO	12/13/2014	13:30	14	50.91	280	2.06	1031.83					
SPZO	12/13/2014	14:00	14	50.91	80	2.57	1031.83					
SPZO	12/13/2014	14:30	15	51.18	M	2.06	1031.16					
SPZO	12/13/2014	15:00	16	44.76	M	1.03	1031.16					
SPZO	12/13/2014	15:30	17	42	M	2.57	1030.14					
SPZO	12/13/2014	16:00	19	37.03	30	2.06	1030.14					
SPZO	12/13/2014	16:30	19	37.03	240	3.09	1029.12					
SPZO	12/13/2014	17:00	20	32.43	M	2.06	1028.11					
SPZO	12/13/2014	17:30	20	28.11	M	2.06	1027.09					
SPZO	12/13/2014	18:00	19	32.14	M	1.54	1027.09					
SPZO	12/13/2014	18:30	17	42	20	2.57	1027.09					
SPZO	12/13/2014	19:00	17	39.14	250	2.57	1027.09					
SPZO	12/13/2014	19:30	18	34.22	M	2.57	1026.08					
SPZO	12/13/2014	20:00	18	39.43	90	4.12	1025.06					
SPZO	12/13/2014	20:30	17	42	110	4.63	1025.06					
SPZO	12/13/2014	21:00	18	39.43	120	3.60	1025.06					
SPZO	12/13/2014	21:30	18	39.43	110	3.09	1025.06					
SPZO	12/13/2014	22:00	17	42	100	4.12	1025.06					
SPZO	12/13/2014	22:30	16	44.76	90	4.12	1025.06					
SPZO	12/13/2014	23:00	16	44.76	110	3.09	1025.06					
SPZO	12/14/2014	0:00	15	47.72	M	1.03	1027.09					
SPZO	12/14/2014	1:00	12	66.7	0	0.00	1028.11					
SPZO	12/14/2014	2:00	13	62.46	M	1.03	1029.12					
SPZO	12/14/2014	3:00	15	47.72	140	3.09	1030.14					
SPZO	12/14/2014	4:00	14	54.6	M	1.03	1031.16					
SPZO	12/14/2014	5:00	12	66.7	M	1.03	1030.14	0.2				
SPZO	12/14/2014	6:00	12	71.45	0	0.00	1029.12					
SPZO	12/14/2014	7:00	12	71.45	0	0.00	1028.11					
SPZO	12/14/2014	8:00	12	66.7	0	0.00	1028.11					
SPZO	12/14/2014	9:00	11	71.26	0	0.00	1028.11					
SPZO	12/14/2014	10:00	10	76.18	M	0.51	1028.11					
SPZO	12/14/2014	10:30	10	76.18	M	1.03	1029.12					
SPZO	12/14/2014	11:00	10	76.18	80	1.54	1029.12					
SPZO	12/14/2014	11:30	10	81.61	80	1.03	1030.14					
SPZO	12/14/2014	12:00	11	76.34	M	1.54	1030.14					
SPZO	12/14/2014	12:30	12	66.7	M	0.51	1030.14					
SPZO	12/14/2014	13:00	13	66.91	M	1.54	1031.16					
SPZO	12/14/2014	13:30	15	51.18	M	0.51	1031.16					
SPZO	12/14/2014	14:00	16	48	M	1.03	1031.16					
SPZO	12/14/2014	14:30	16	44.76	M	1.54	1030.14					
SPZO	12/14/2014	15:00	17	42	M	1.54	1030.14					
SPZO	12/14/2014	15:30	17	42	M	1.54	1030.14					
SPZO	12/14/2014	16:00	17	42	60	2.57	1030.14					
SPZO	12/14/2014	16:30	16	41.71	360	6.17	1029.12					
SPZO	12/14/2014	17:00	16	41.71	M	4.63	1029.12					
SPZO	12/14/2014	17:30	18	36.74	360	5.14	1028.11					
SPZO	12/14/2014	18:00	19	32.14	350	4.12	1028.11					
SPZO	12/14/2014	18:30	19	32.14	330	4.12	1027.09					
SPZO	12/14/2014	19:00	18	31.85	350	6.17	1027.09					
SPZO	12/14/2014	19:30	19	32.14	10	4.12	1026.08					
SPZO	12/14/2014	20:00	19	29.92	340	4.12	1025.06					
SPZO	12/14/2014	20:30	19	29.92	350	4.12	1025.06					
SPZO	12/14/2014	21:00	19	29.92	360	3.60	1025.06					
SPZO	12/14/2014	21:30	19	34.51	M	3.60	1024.04					
SPZO	12/14/2014	22:00	18	34.22	50	3.09	1024.04					
SPZO	12/14/2014	22:30	18	36.74	80	2.06	1025.06					
SPZO	12/14/2014	23:00	17	39.14	100	4.12	1025.06					
SPZO	12/15/2014	0:00	15	44.47	100	3.60	1027.09					
SPZO	12/15/2014	1:00	14	47.44	90	2.06	1028.11					
SPZO	12/15/2014	2:00	14	54.6	260	2.06	1029.12					
SPZO	12/15/2014	3:00	14	50.91	250	1.54	1030.14					
SPZO	12/15/2014	4:00	13	58.27	M	1.03	1030.14					
SPZO	12/15/2014	5:00	12	71.45	260	2.06	1029.12	0.2				
SPZO	12/15/2014	6:00	11	76.34	M	0.51	1029.12	0.2				
SPZO	12/15/2014	7:00	11	66.48	0	0.00	1029.12					
SPZO	12/15/2014	8:00	10	76.18	250	3.09	1029.12					
SPZO	12/15/2014	9:00	9	81.47	90	2.06	1029.12	0.8				
SPZO	12/15/2014	10:00	8	87.19	90	2.06	1030.14	0.4				
SPZO	12/15/2014	10:33	9	81.47	0	0.00	1030.14					
SPZO	12/15/2014	11:00	9	81.47	0	0.00	1031.16	0.2				
SPZO	12/15/2014	11:30	9	81.47	0	0.00	1031.16					
SPZO	12/15/2014	12:00	10	76.18	0	0.00	1031.16					
SPZO	12/15/2014	12:30	11	66.48	0	0.00	1031.83					
SPZO	12/15/2014	13:00	12	66.7	0	0.00	1031.83					
SPZO	12/15/2014	13:30	12	62.23	M	0.51	1031.83					
SPZO	12/15/2014	14:00	12	62.23	0	0.00	1031.83					
SPZO	12/15/2014	14:30	14	58.52	M	1.54	1031.83					
SPZO	12/15/2014	15:00	15	51.18	M	1.54	1031.83					
SPZO	12/15/2014	15:30	16	48	M	1.03	1031.16					
SPZO	12/15/2014	16:00	16	48	100	2.06	1031.16					
SPZO	12/15/2014	16:30	16	51.45	M	1.54	1030.14					
SPZO	12/15/2014	17:00	17	45.04	M	1.03	1030.14					
SPZO	12/15/2014	17:30	17	42	80	2.06	1029.12					
SPZO	12/15/2014	18:00	19	39.72	M	1.03	1029.12					
SPZO	12/15/2014	18:30	19	32.14	M	1.54	1028.11					
SPZO	12/15/2014	19:00	20	40	270	3.60	1027.09					
SPZO	12/15/2014	19:30	19	37.03	60	3.60	1026.08					
SPZO	12/15/2014	20:00	19	34.51	320	2.57	1026.08					
SPZO	12/15/2014	20:30	19	34.51	340	2.57	1025.06					
SPZO	12/15/2014	21:00	18	39.43	350	3.09	1026.08					
SPZO	12/15/2014	21:30	17	42	M	#VALUE!	1026.08					
SPZO	12/15/2014	22:00	17	42	360	5.14	1026.08					
SPZO	12/15/2014	22:30	14	62.69	60	2.06	1027.09					
SPZO	12/15/2014	23:00	14	67.12	170	2.06	1027.09	0.4				
SPZO	12/16/2014	0:00	13	76.66	80	1.54	1028.11	0.2				
SPZO	12/16/2014	1:00	13	71.64	0	0.00	1030.14					
SPZO	12/16/2014	2:00	13	71.64	90	1.03	1031.16					
SPZO	12/16/2014	3:00	11	61.99	160	5.14	1032.85	0.2				
SPZO	12/16/2014	4:00	9	81.47	0	0.00	1032.85	1.6				
SPZO	12/16/2014	5:00	9	76.01	240	2.06	1031.83	0.2				
SPZO	12/16/2014	6:00	10	76.18	0	0.00	1031.16					
SPZO	12/16/2014	7:00	9	81.47	60	1.54	1031.16					
SPZO	12/16/2014	8:00	9	81.47	0	0.00	1031.16					
SPZO	12/16/2014	9:00	10	76.18	110	1.03	1031.16					
SPZO	12/16/2014	10:00	9	81.47	60	1.03	1031.16					
SPZO	12/16/2014	10:30	10	81.61	110	1.54	1031.83					
SPZO	12/16/2014	11:00	10	81.61	100	1.54	1031.83					
SPZO	12/16/2014	11:30	10	81.61	M	1.03	1032.85					
SPZO	12/16/2014	12:00	10	81.61	M	1.03	1032.85					
SPZO	12/16/2014	12:30	11	76.34	M	1.03	1033.86					
SPZO	12/16/2014	13:00	11	71.26	M	1.54	1033.86					
SPZO	12/16/2014	13:30	12	71.45	70	2.06	1033.86					
SPZO	12/16/2014	14:00	12	66.7	M	1.54	1033.86					
SPZO	12/16/2014	14:30	13	66.91	70	2.06	1033.86					
SPZO	12/16/2014	15:00	14	58.52	M	1.03	1033.86					
SPZO	12/16/2014	15:30	15	54.86	M	#VALUE!	1032.85					
SPZO	12/16/2014	16:00	15	54.86	60	2.57	1032.85					
SPZO	12/16/2014	16:30	16	51.45	M	1.03	1031.83					
SPZO	12/16/2014	17:00	17	48.28	M	1.54	1031.16					
SPZO	12/16/2014	17:30	18	45.32	280	3.60	1031.16					
SPZO	12/16/2014	18:00	18	39.43	250	3.60	1030.14					
SPZO	12/16/2014	18:30	20	40	M	1.54	1029.12					
SPZO	12/16/2014	19:00	19	42.57	M	1.54	1028.11					
SPZO	12/16/2014	19:30	20	34.8	M	1.03	1028.11					
SPZO	12/16/2014	20:00	18	45.32	70	3.60	1027.09					
SPZO	12/16/2014	20:30	19	39.72	80	4.63	1027.09					
SPZO	12/16/2014	21:00	17	48.28	100	4.63	1027.09					
SPZO	12/16/2014	21:30	17	48.28	M	2.06	1027.09					
SPZO	12/16/2014	22:00	16	51.45	270	5.14	1028.11					
SPZO	12/16/2014	22:30	15	54.86	270	5.14	1028.11					
SPZO	12/16/2014	23:00	15	51.18	260	3.60	1029.12					
SPZO	12/17/2014	0:00	15	51.18	260	4.63	1029.12					
SPZO	12/17/2014	1:00	10	66.27	170	7.20	1032.85	4				
SPZO	12/17/2014	2:00	9	81.47	M	0.51	1033.86	2				
SPZO	12/17/2014	3:00	9	81.47	0	0.00	1034.88	3				
SPZO	12/17/2014	4:00	9	81.47	90	1.54	1034.88	2.2				
SPZO	12/17/2014	5:00	7	81.2	0	0.00	1034.88	4.8				
SPZO	12/17/2014	6:00	6	93.3	0	0.00	1033.86	4.4				
SPZO	12/17/2014	7:00	7	81.2	260	1.54	1032.85	2.4				
SPZO	12/17/2014	8:00	7	81.2	0	0.00	1031.83					
SPZO	12/17/2014	9:00	7	81.2	0	0.00	1031.83	0.2				
SPZO	12/17/2014	10:00	7	81.2	0	0.00	1031.83					
SPZO	12/17/2014	10:30	7	81.2	0	0.00	1032.85					
SPZO	12/17/2014	11:00	7	87.09	0	0.00	1032.85					
SPZO	12/17/2014	11:30	8	81.34	M	0.51	1032.85					
SPZO	12/17/2014	12:00	9	70.88	M	0.51	1032.85					
SPZO	12/17/2014	12:30	9	70.88	M	1.03	1033.86					
SPZO	12/17/2014	13:00	10	66.27	M	0.51	1033.86					
SPZO	12/17/2014	13:30	11	66.48	M	1.03	1033.86					
SPZO	12/17/2014	14:00	12	62.23	M	1.03	1033.86					
SPZO	12/17/2014	14:30	14	62.69	M	0.51	1032.85					
SPZO	12/17/2014	15:00	14	58.52	M	1.03	1032.85					
SPZO	12/17/2014	15:30	15	51.18	M	1.54	1031.83					
SPZO	12/17/2014	16:00	16	51.45	M	1.54	1031.83					
SPZO	12/17/2014	16:30	16	51.45	M	0.51	1030.14					
SPZO	12/17/2014	17:00	19	45.6	M	1.03	1030.14					
SPZO	12/17/2014	17:30	16	55.12	270	8.23	1029.12					
SPZO	12/17/2014	18:00	16	51.45	270	6.17	1029.12	0.2				
SPZO	12/17/2014	18:30	16	55.12	250	5.14	1028.11					
SPZO	12/17/2014	19:00	17	55.37	260	3.60	1028.11					
SPZO	12/17/2014	19:30	16	59.01	100	5.14	1028.11					
SPZO	12/17/2014	20:00	14	62.69	M	4.12	1028.11					
SPZO	12/17/2014	20:34	13	71.64	80	3.09	1028.11					
SPZO	12/17/2014	21:00	12	76.5	70	3.60	1028.11					
SPZO	12/17/2014	21:30	12	71.45	100	4.12	1028.11					
SPZO	12/17/2014	22:00	11	76.34	90	2.06	1028.11	0.4				
SPZO	12/17/2014	22:30	11	76.34	M	0.51	1028.11					
SPZO	12/17/2014	23:00	12	76.5	M	0.51	1029.12	0.2				
SPZO	12/18/2014	0:00	12	76.5	0	0.00	1030.14	0.2				
SPZO	12/18/2014	1:00	11	81.74	90	1.54	1031.16	0.2				
SPZO	12/18/2014	2:00	11	81.74	0	0.00	1031.16	0.2				
SPZO	12/18/2014	3:00	12	62.23	230	3.09	1031.83					
SPZO	12/18/2014	4:00	11	71.26	230	2.57	1031.83					
SPZO	12/18/2014	5:00	11	71.26	270	3.09	1031.16					
SPZO	12/18/2014	6:00	10	76.18	0	0.00	1031.16	0.4				
SPZO	12/18/2014	7:00	9	81.47	M	1.54	1030.14	0.2				
SPZO	12/18/2014	8:00	10	76.18	0	0.00	1030.14					
SPZO	12/18/2014	9:00	9	81.47	0	0.00	1030.14					
SPZO	12/18/2014	10:00	9	87.28	0	0.00	1030.14					
SPZO	12/18/2014	10:30	10	76.18	0	0.00	1030.14					
SPZO	12/18/2014	11:00	10	81.61	0	0.00	1030.14					
SPZO	12/18/2014	11:30	10	81.61	0	0.00	1031.16					
SPZO	12/18/2014	12:00	10	81.61	0	0.00	1031.16					
SPZO	12/18/2014	12:30	11	76.34	0	0.00	1031.16					
SPZO	12/18/2014	13:00	12	66.7	0	0.00	1031.16					
SPZO	12/18/2014	13:33	13	62.46	0	0.00	1031.16					
SPZO	12/18/2014	14:00	13	58.27	0	0.00	1031.16					
SPZO	12/18/2014	14:30	14	58.52	M	1.03	1031.16					
SPZO	12/18/2014	15:00	14	54.6	0	0.00	1031.16					
SPZO	12/18/2014	15:20	14	54.6	360	2.06	1031.16					
SPZO	12/18/2014	16:00	14	58.52	M	1.03	1030.14					
SPZO	12/18/2014	16:20	15	54.86	M	1.03	1030.14					
SPZO	12/18/2014	17:00	16	48	280	1.54	1029.12					
SPZO	12/18/2014	17:30	16	48	330	2.57	1028.11					
SPZO	12/18/2014	18:00	17	45.04	290	3.09	1028.11					
SPZO	12/18/2014	18:30	17	42	290	3.60	1027.09					
SPZO	12/18/2014	19:00	18	42.28	270	4.63	1027.09					
SPZO	12/18/2014	19:30	17	45.04	250	5.14	1026.08					
SPZO	12/18/2014	20:00	17	48.28	260	4.63	1026.08					
SPZO	12/18/2014	20:30	17	51.72	240	3.09	1025.06					
SPZO	12/18/2014	21:00	17	48.28	M	2.06	1025.06					
SPZO	12/18/2014	21:30	16	51.45	M	1.54	1025.06					
SPZO	12/18/2014	22:00	16	51.45	100	4.63	1025.06					
SPZO	12/18/2014	22:30	15	58.77	90	4.63	1026.08					
SPZO	12/18/2014	23:00	15	58.77	100	4.12	1026.08					
SPZO	12/19/2014	0:00	10	81.61	190	4.63	1028.11	5.2				
SPZO	12/19/2014	0:30	10	81.61	330	2.57	1029.12					
SPZO	12/19/2014	1:00	10	76.18	330	2.57	1030.14	3.2				
SPZO	12/19/2014	2:00	10	76.18	M	0.51	1031.16	0.4				
SPZO	12/19/2014	3:00	10	81.61	270	1.54	1031.16	1				
SPZO	12/19/2014	4:00	10	76.18	240	2.57	1031.16	0.2				
SPZO	12/19/2014	5:00	10	71.07	260	3.60	1031.16					
SPZO	12/19/2014	6:00	9	76.01	270	3.60	1030.14					
SPZO	12/19/2014	7:00	9	76.01	M	1.03	1029.12	0.4				
SPZO	12/19/2014	8:00	8	81.34	0	0.00	1029.12	0.2				
SPZO	12/19/2014	9:00	8	81.34	0	0.00	1029.12	0.4				
SPZO	12/19/2014	10:00	8	87.19	0	0.00	1029.12	0.2				
SPZO	12/19/2014	10:30	8	87.19	0	0.00	1029.12					
SPZO	12/19/2014	11:00	9	81.47	0	0.00	1029.12					
SPZO	12/19/2014	11:30	9	81.47	0	0.00	1030.14					
SPZO	12/19/2014	12:00	9	81.47	0	0.00	1030.14					
SPZO	12/19/2014	12:30	10	76.18	0	0.00	1031.16					
SPZO	12/19/2014	13:00	11	71.26	0	0.00	1031.16					
SPZO	12/19/2014	13:30	12	71.45	M	0.51	1031.16					
SPZO	12/19/2014	14:00	13	66.91	M	0.51	1030.14					
SPZO	12/19/2014	14:30	14	54.6	0	0.00	1030.14					
SPZO	12/19/2014	15:00	14	62.69	0	0.00	1030.14					
SPZO	12/19/2014	15:30	16	55.12	M	1.54	1029.12					
SPZO	12/19/2014	16:00	16	48	M	1.54	1029.12					
SPZO	12/19/2014	16:30	17	45.04	0	0.00	1029.12					
SPZO	12/19/2014	17:00	17	45.04	M	1.54	1028.11					
SPZO	12/19/2014	17:30	18	42.28	M	0.51	1027.09					
SPZO	12/19/2014	18:00	18	42.28	M	1.54	1027.09					
SPZO	12/19/2014	18:30	19	39.72	300	3.09	1026.08					
SPZO	12/19/2014	19:00	19	42.57	M	3.09	1025.06					
SPZO	12/19/2014	19:30	17	48.28	10	5.66	1025.06					
SPZO	12/19/2014	20:00	17	48.28	10	5.66	1024.04					
SPZO	12/19/2014	20:30	19	37.03	20	4.12	1024.04					
SPZO	12/19/2014	21:00	18	45.32	120	4.63	1024.04					
SPZO	12/19/2014	21:30	16	55.12	100	4.12	1024.04					
SPZO	12/19/2014	22:00	15	54.86	90	4.63	1024.04					
SPZO	12/19/2014	22:30	15	54.86	100	4.12	1025.06					
SPZO	12/19/2014	23:00	15	54.86	70	1.54	1026.08					
SPZO	12/19/2014	23:40	11	61.99	190	7.20	1028.11					
SPZO	12/20/2014	0:00	10	71.07	180	5.66	1029.12	2				
SPZO	12/20/2014	0:10	9	81.47	M	1.03	1030.14					
SPZO	12/20/2014	0:21	9	76.01	0	0.00	1030.14					
SPZO	12/20/2014	1:00	8	87.19	M	1.03	1031.16	6.6				
SPZO	12/20/2014	2:00	8	87.19	0	0.00	1031.83	4				
SPZO	12/20/2014	3:00	8	87.19	0	0.00	1031.83	2				
SPZO	12/20/2014	4:00	8	87.19	0	0.00	1031.16	0.8				
SPZO	12/20/2014	5:00	8	87.19	0	0.00	1030.14	0.2				
SPZO	12/20/2014	6:00	8	87.19	100	1.54	1029.12					
SPZO	12/20/2014	7:00	8	81.34	M	1.03	1029.12					
SPZO	12/20/2014	8:00	8	81.34	0	0.00	1028.11					
SPZO	12/20/2014	9:00	8	81.34	0	0.00	1028.11					
SPZO	12/20/2014	10:00	7	93.35	0	0.00	1028.11					
SPZO	12/20/2014	10:30	8	87.19	0	0.00	1029.12					
SPZO	12/20/2014	11:00	8	87.19	0	0.00	1029.12					
SPZO	12/20/2014	11:30	8	87.19	0	0.00	1029.12					
SPZO	12/20/2014	12:00	9	81.47	0	0.00	1029.12					
SPZO	12/20/2014	12:30	9	81.47	M	1.03	1030.14					
SPZO	12/20/2014	13:00	10	76.18	40	1.54	1030.14					
SPZO	12/20/2014	13:25	12	66.7	0	0.00	1030.14					
SPZO	12/20/2014	14:00	13	62.46	0	0.00	1030.14					
SPZO	12/20/2014	14:30	16	55.12	0	0.00	1030.14					
SPZO	12/20/2014	15:00	16	55.12	100	2.06	1030.14					
SPZO	12/20/2014	15:30	18	42.28	0	0.00	1029.12					
SPZO	12/20/2014	16:00	18	42.28	M	1.54	1028.11					
SPZO	12/20/2014	16:30	19	42.57	M	2.57	1028.11					
SPZO	12/20/2014	17:00	18	42.28	M	2.57	1027.09					
SPZO	12/20/2014	17:30	17	42	150	4.12	1027.09					
SPZO	12/20/2014	18:00	17	45.04	150	4.12	1027.09					
SPZO	12/20/2014	18:30	18	36.74	300	4.12	1026.08					
SPZO	12/20/2014	19:00	20	32.43	10	2.57	1025.06					
SPZO	12/20/2014	19:30	20	34.8	M	1.54	1024.04					
SPZO	12/20/2014	20:00	20	34.8	90	2.57	1023.03					
SPZO	12/20/2014	20:30	20	34.8	280	5.14	1023.03					
SPZO	12/20/2014	21:00	18	39.43	190	3.60	1023.03					
SPZO	12/20/2014	21:30	17	42	200	3.09	1023.03					
SPZO	12/20/2014	22:00	20	32.43	250	2.57	1023.03					
SPZO	12/20/2014	22:30	19	37.03	270	5.14	1023.03					
SPZO	12/20/2014	23:00	18	39.43	280	4.12	1023.03					
SPZO	12/21/2014	0:00	16	48	250	4.12	1024.04					
SPZO	12/21/2014	1:00	15	54.86	260	2.57	1026.08					
SPZO	12/21/2014	2:00	13	62.46	260	2.57	1027.09					
SPZO	12/21/2014	3:00	14	58.52	250	3.09	1028.11					
SPZO	12/21/2014	4:00	14	58.52	M	1.03	1029.12					
SPZO	12/21/2014	5:00	13	62.46	M	1.54	1028.11					
SPZO	12/21/2014	6:00	13	66.91	250	2.06	1028.11					
SPZO	12/21/2014	7:00	11	81.74	0	0.00	1028.11	1.4				
SPZO	12/21/2014	8:00	11	81.74	240	1.54	1027.09					
SPZO	12/21/2014	9:00	11	81.74	0	0.00	1027.09					
SPZO	12/21/2014	10:00	11	81.74	70	0.51	1028.11					
SPZO	12/21/2014	10:30	11	81.74	0	0.00	1029.12					
SPZO	12/21/2014	11:00	11	81.74	M	0.51	1029.12					
SPZO	12/21/2014	11:30	12	76.5	M	1.03	1030.14					
SPZO	12/21/2014	12:00	13	71.64	0	0.00	1030.14					
SPZO	12/21/2014	12:30	13	66.91	290	3.60	1030.14					
SPZO	12/21/2014	13:00	14	62.69	300	4.63	1030.14					
SPZO	12/21/2014	13:30	15	54.86	300	4.12	1030.14					
SPZO	12/21/2014	14:00	16	51.45	300	4.12	1030.14					
SPZO	12/21/2014	14:30	17	45.04	280	3.09	1030.14					
SPZO	12/21/2014	15:00	18	42.28	M	3.60	1030.14					
SPZO	12/21/2014	15:30	19	42.57	M	2.57	1029.12					
SPZO	12/21/2014	16:00	19	39.72	M	2.06	1029.12					
SPZO	12/21/2014	16:30	20	34.8	M	2.06	1028.11					
SPZO	12/21/2014	17:00	20	32.43	M	3.60	1028.11					
SPZO	12/21/2014	17:30	22	26.71	M	2.57	1027.09					
SPZO	12/21/2014	18:00	22	28.68	M	3.60	1027.09					
SPZO	12/21/2014	18:30	22	19.98	250	3.60	1026.08					
SPZO	12/21/2014	19:00	21	26.43	290	4.12	1025.06					
SPZO	12/21/2014	19:30	22	24.86	280	6.17	1024.04					
SPZO	12/21/2014	20:00	22	23.13	290	6.69	1024.04					
SPZO	12/21/2014	20:30	21	24.59	290	6.17	1023.03					
SPZO	12/21/2014	21:00	21	22.86	290	5.66	1023.03					
SPZO	12/21/2014	21:30	20	26.15	290	6.17	1023.03					
SPZO	12/21/2014	22:00	20	28.11	280	5.14	1024.04					
SPZO	12/21/2014	22:30	19	27.83	M	2.06	1024.04					
SPZO	12/21/2014	23:00	18	34.22	M	1.03	1024.04					
SPZO	12/22/2014	0:00	16	51.45	340	3.09	1025.06					
SPZO	12/22/2014	1:00	14	58.52	80	3.60	1027.09					
SPZO	12/22/2014	2:00	15	54.86	M	1.03	1028.11					
SPZO	12/22/2014	3:00	13	66.91	M	1.03	1029.12					
SPZO	12/22/2014	4:00	13	66.91	M	2.06	1029.12					
SPZO	12/22/2014	5:00	12	71.45	280	1.54	1029.12					
SPZO	12/22/2014	6:00	13	62.46	250	2.06	1029.12					
SPZO	12/22/2014	7:00	13	62.46	0	0.00	1029.12					
SPZO	12/22/2014	8:00	12	66.7	M	1.03	1028.11					
SPZO	12/22/2014	9:00	11	71.26	250	2.06	1028.11					
SPZO	12/22/2014	10:00	10	76.18	0	0.00	1029.12					
SPZO	12/22/2014	10:30	10	76.18	0	0.00	1030.14					
SPZO	12/22/2014	11:00	10	76.18	0	0.00	1030.14					
SPZO	12/22/2014	11:30	11	76.34	0	0.00	1030.14					
SPZO	12/22/2014	12:00	12	71.45	0	0.00	1031.16					
SPZO	12/22/2014	12:30	13	66.91	M	1.03	1031.16					
SPZO	12/22/2014	13:00	14	62.69	M	0.51	1031.16					
SPZO	12/22/2014	13:30	15	58.77	M	1.54	1031.16					
SPZO	12/22/2014	14:00	16	55.12	M	1.03	1031.16					
SPZO	12/22/2014	14:30	18	48.55	M	1.54	1031.16					
SPZO	12/22/2014	15:00	17	48.28	70	2.57	1030.14					
SPZO	12/22/2014	15:30	19	39.72	M	1.54	1030.14					
SPZO	12/22/2014	16:00	18	39.43	M	2.06	1029.12					
SPZO	12/22/2014	16:30	18	45.32	70	4.12	1029.12					
SPZO	12/22/2014	17:00	19	39.72	90	3.60	1029.12					
SPZO	12/22/2014	17:30	21	30.49	M	3.09	1028.11					
SPZO	12/22/2014	18:00	20	32.43	M	2.06	1027.09					
SPZO	12/22/2014	18:06	17	48.28	50	6.17	1027.09					
SPZO	12/22/2014	19:00	19	39.72	260	6.69	1026.08					
SPZO	12/22/2014	19:30	20	34.8	270	5.14	1026.08					
SPZO	12/22/2014	20:00	20	40	280	4.63	1026.08					
SPZO	12/22/2014	20:43	17	51.72	M	2.57	1026.08					
SPZO	12/22/2014	21:00	17	48.28	60	3.09	1026.08					
SPZO	12/22/2014	21:30	17	48.28	M	1.54	1026.08					
SPZO	12/22/2014	22:00	17	48.28	310	2.57	1026.08					
SPZO	12/22/2014	22:30	17	48.28	320	2.06	1026.08					
SPZO	12/22/2014	23:00	17	51.72	M	3.09	1026.08					
SPZO	12/23/2014	0:00	15	58.77	280	2.57	1027.09					
SPZO	12/23/2014	1:00	14	58.52	270	3.09	1028.11					
SPZO	12/23/2014	2:00	14	58.52	260	3.60	1029.12					
SPZO	12/23/2014	3:00	14	58.52	230	1.54	1030.14					
SPZO	12/23/2014	4:00	13	66.91	80	2.06	1030.14					
SPZO	12/23/2014	5:00	13	66.91	M	1.03	1030.14					
SPZO	12/23/2014	6:00	12	66.7	M	1.03	1030.14					
SPZO	12/23/2014	7:00	11	76.34	70	2.06	1029.12					
SPZO	12/23/2014	8:00	11	76.34	100	2.06	1029.12					
SPZO	12/23/2014	9:00	10	81.61	100	2.06	1029.12					
SPZO	12/23/2014	10:00	10	81.61	0	0.00	1030.14					
SPZO	12/23/2014	10:30	10	81.61	0	0.00	1030.14					
SPZO	12/23/2014	11:00	10	81.61	M	1.03	1031.16					
SPZO	12/23/2014	11:30	11	76.34	M	0.51	1031.16					
SPZO	12/23/2014	12:00	12	71.45	0	0.00	1031.83					
SPZO	12/23/2014	12:30	12	71.45	100	1.54	1031.83					
SPZO	12/23/2014	13:00	13	66.91	M	1.03	1031.83					
