station	date	time	tmpc	relh	drct	spdms	presshPa	1hrprcpmm				
SPZO	10/12/2014	10:30	9	66.05	80	1.54	1034.88					
SPZO	10/12/2014	11:00	9	70.88	M	1.54	1034.88					
SPZO	10/12/2014	11:30	10	57.52	0	0.00	1034.88					
SPZO	10/12/2014	12:00	11	53.81	0	0.00	1035.90					
SPZO	10/12/2014	12:40	12	50.36	100	2.06	1035.90					
SPZO	10/12/2014	13:00	12	50.36	90	2.06	1035.90					
SPZO	10/12/2014	13:30	15	41.42	M	0.51	1035.90					
SPZO	10/12/2014	14:00	15	41.42	0	0.00	1035.90					
SPZO	10/12/2014	14:40	17	39.14	M	1.54	1035.90					
SPZO	10/12/2014	15:00	16	38.85	0	0.00	1034.88					
SPZO	10/12/2014	15:30	18	34.22	70	2.57	1034.88					
SPZO	10/12/2014	16:00	18	34.22	80	2.57	1034.88					
SPZO	10/12/2014	16:30	18	31.85	30	2.57	1033.86					
SPZO	10/12/2014	17:00	19	29.92	20	2.06	1033.86					
SPZO	10/12/2014	17:30	18	31.85	M	4.63	1031.83					
SPZO	10/12/2014	18:00	20	28.11	10	6.17	1031.83					
SPZO	10/12/2014	18:30	20	28.11	10	6.69	1031.16					
SPZO	10/12/2014	19:00	20	28.11	350	6.17	1030.14					
SPZO	10/12/2014	19:30	19	29.92	10	7.20	1030.14					
SPZO	10/12/2014	20:00	19	29.92	10	6.69	1030.14					
SPZO	10/12/2014	20:30	17	33.93	350	8.75	1030.14					
SPZO	10/12/2014	21:00	17	33.93	350	8.23	1030.14					
SPZO	10/12/2014	21:30	16	38.85	350	7.72	1030.14					
SPZO	10/12/2014	22:00	16	36.16	360	6.17	1030.14					
SPZO	10/12/2014	22:30	14	41.13	360	6.69	1031.16					
SPZO	10/12/2014	23:00	14	44.19	360	5.66	1031.16					
SPZO	10/13/2014	0:00	13	47.16	10	5.14	1031.83					
SPZO	10/13/2014	1:00	12	50.36	10	3.60	1032.85					
SPZO	10/13/2014	2:00	11	53.81	80	2.06	1033.86					
SPZO	10/13/2014	3:00	9	61.52	0	0.00	1033.86					
SPZO	10/13/2014	4:00	8	70.68	0	0.00	1034.88					
SPZO	10/13/2014	5:00	8	70.68	0	0.00	1033.86					
SPZO	10/13/2014	6:00	7	70.48	0	0.00	1033.86					
SPZO	10/13/2014	7:00	6	70.28	M	0.51	1033.86					
SPZO	10/13/2014	8:00	6	75.5	0	0.00	1033.86					
SPZO	10/13/2014	9:00	5	75.33	0	0.00	1033.86					
SPZO	10/13/2014	10:00	5	75.33	0	0.00	1034.88					
SPZO	10/13/2014	10:30	4	80.79	0	0.00	1034.88					
SPZO	10/13/2014	11:00	5	75.33	0	0.00	1035.90					
SPZO	10/13/2014	11:30	6	75.5	260	1.03	1035.90					
SPZO	10/13/2014	12:00	7	70.48	0	0.00	1035.90					
SPZO	10/13/2014	12:30	11	53.81	0	0.00	1035.90					
SPZO	10/13/2014	13:00	13	40.84	M	1.03	1036.91					
SPZO	10/13/2014	13:30	13	37.97	M	1.54	1035.90					
SPZO	10/13/2014	14:00	14	38.26	M	1.03	1035.90					
SPZO	10/13/2014	14:30	15	35.87	M	1.03	1035.90					
SPZO	10/13/2014	15:00	16	36.16	110	2.06	1035.90					
SPZO	10/13/2014	15:30	18	31.85	M	1.03	1034.88					
SPZO	10/13/2014	16:00	18	29.63	M	1.54	1033.86					
SPZO	10/13/2014	16:30	19	27.83	M	1.54	1033.86					
SPZO	10/13/2014	17:00	19	24.04	M	1.54	1032.85					
SPZO	10/13/2014	17:30	20	22.59	360	7.20	1032.85					
SPZO	10/13/2014	18:00	19	22.33	360	8.23	1031.83					
SPZO	10/13/2014	18:30	20	22.59	350	7.72	1031.83					
SPZO	10/13/2014	19:00	19	22.33	350	7.20	1031.83					
SPZO	10/13/2014	19:30	29	13.18	20	7.20	1031.16					
SPZO	10/13/2014	20:00	19	22.33	20	7.72	1031.16					
SPZO	10/13/2014	20:39	19	24.04	20	6.17	1031.16					
SPZO	10/13/2014	21:00	19	24.04	30	6.69	1031.16					
SPZO	10/13/2014	21:30	18	27.55	360	5.66	1030.14					
SPZO	10/13/2014	22:00	17	29.35	30	4.63	1031.16					
SPZO	10/13/2014	22:30	15	21.26	360	5.14	1030.14					
SPZO	10/13/2014	23:00	14	41.13	360	6.69	1031.83					
SPZO	10/14/2014	0:00	13	43.9	360	4.63	1032.85					
SPZO	10/14/2014	1:00	13	43.9	10	2.57	1032.85					
SPZO	10/14/2014	2:00	11	50.08	70	2.06	1033.86					
SPZO	10/14/2014	3:00	9	61.52	0	0.00	1034.88					
SPZO	10/14/2014	4:00	9	61.52	0	0.00	1034.88					
SPZO	10/14/2014	5:00	8	65.83	0	0.00	1034.88					
SPZO	10/14/2014	6:00	7	70.48	0	0.00	1034.88					
SPZO	10/14/2014	7:00	7	70.48	0	0.00	1034.88					
SPZO	10/14/2014	8:00	10	61.76	0	0.00	1033.86					
SPZO	10/14/2014	9:00	10	61.76	0	0.00	1033.86					
SPZO	10/14/2014	10:00	10	61.76	0	0.00	1033.86					
SPZO	10/14/2014	10:30	9	66.05	80	2.06	1034.88					
SPZO	10/14/2014	11:00	9	66.05	90	2.06	1034.88					
SPZO	10/14/2014	11:30	11	57.77	M	#VALUE!	1035.90					
SPZO	10/14/2014	12:00	13	50.64	M	1.03	1035.90					
SPZO	10/14/2014	12:30	14	47.44	M	2.06	1035.90					
SPZO	10/14/2014	13:00	14	44.19	M	1.54	1035.90					
SPZO	10/14/2014	13:30	16	41.71	M	#VALUE!	1035.90					
SPZO	10/14/2014	14:00	16	36.16	M	2.06	1035.90					
SPZO	10/14/2014	14:34	17	31.56	M	1.54	1035.90					
SPZO	10/14/2014	15:00	18	31.85	M	1.54	1034.88					
SPZO	10/14/2014	15:30	19	29.92	320	3.09	1033.86					
SPZO	10/14/2014	16:00	21	24.59	M	2.57	1033.86					
SPZO	10/14/2014	16:30	21	22.86	M	2.06	1032.85					
SPZO	10/14/2014	17:00	21	21.24	360	6.17	1032.85					
SPZO	10/14/2014	17:30	20	24.32	360	9.26	1032.85					
SPZO	10/14/2014	18:00	19	25.88	360	9.26	1031.83					
SPZO	10/14/2014	18:30	20	24.32	360	9.26	1031.83					
SPZO	10/14/2014	19:00	19	24.04	360	8.75	1031.83					
SPZO	10/14/2014	19:10	19	27.83	360	9.26	1031.83					
SPZO	10/14/2014	20:00	19	27.83	10	9.77	1031.83					
SPZO	10/14/2014	20:30	18	29.63	10	8.23	1031.83					
SPZO	10/14/2014	21:00	18	29.63	10	8.23						
SPZO	10/14/2014	21:30	18	27.55	350	4.63	1031.16					
SPZO	10/14/2014	22:00	17	29.35	350	4.12	1031.16					
SPZO	10/14/2014	22:30	16	31.28	360	6.69	1031.83					
SPZO	10/14/2014	23:00	15	35.87	360	5.66	1031.83					
SPZO	10/15/2014	0:00	14	41.13	10	5.14	1033.86					
SPZO	10/15/2014	1:00	13	43.9	M	2.57	1034.88					
SPZO	10/15/2014	2:00	12	50.36	360	4.12	1035.90					
SPZO	10/15/2014	3:00	11	53.81	0	0.00	1035.90					
SPZO	10/15/2014	4:00	9	61.52	M	1.54	1035.90					
SPZO	10/15/2014	5:00	7	70.48	270	1.03	1035.90					
SPZO	10/15/2014	6:00	7	65.61	0	0.00	1035.90					
SPZO	10/15/2014	7:00	5	75.33	280	1.54	1034.88					
SPZO	10/15/2014	8:00	6	70.28	0	0.00	1034.88					
SPZO	10/15/2014	9:00	5	75.33	M	0.51	1035.90					
SPZO	10/15/2014	10:00	4	80.79	0	0.00	1035.90					
SPZO	10/15/2014	10:30	4	75.16	0	0.00	1036.91					
SPZO	10/15/2014	11:00	4	80.79	0	0.00	1036.91					
SPZO	10/15/2014	11:30	9	61.52	0	0.00	1036.91					
SPZO	10/15/2014	12:00	10	57.52	0	0.00	1037.93					
SPZO	10/15/2014	12:30	11	53.81	M	1.03	1037.93					
SPZO	10/15/2014	13:00	12	50.36	M	1.03	1037.93					
SPZO	10/15/2014	13:30	14	41.13	M	1.54	1037.93					
SPZO	10/15/2014	14:00	15	38.56	M	2.06	1037.93					
SPZO	10/15/2014	14:30	17	31.56	M	1.54	1037.93					
SPZO	10/15/2014	15:00	16	31.28	M	2.06	1036.91					
SPZO	10/15/2014	15:30	17	29.35	M	1.03	1036.91					
SPZO	10/15/2014	16:00	19	25.88	M	1.54	1035.90					
SPZO	10/15/2014	16:30	20	26.15	360	6.17	1035.90					
SPZO	10/15/2014	17:00	18	27.55	350	6.17	1034.88					
SPZO	10/15/2014	17:30	19	24.04	360	7.72	1034.88					
SPZO	10/15/2014	18:30	19	24.04	360	6.69	1033.86					
SPZO	10/15/2014	19:00	20	24.32	360	5.66	1033.86					
SPZO	10/15/2014	19:30	19	27.83	360	6.69	1032.85					
SPZO	10/15/2014	20:00	19	27.83	350	6.69	1032.85					
SPZO	10/15/2014	20:30	18	29.63	10	6.69	1032.85					
SPZO	10/15/2014	21:00	18	29.63	360	6.17	1032.85					
SPZO	10/15/2014	21:30	18	27.55	350	3.60	1032.85					
SPZO	10/15/2014	22:00	17	27.27	350	5.66	1031.83					
SPZO	10/15/2014	22:30	17	27.27	10	4.12	1031.83					
SPZO	10/15/2014	23:00	16	26.98	320	3.09	1031.83					
SPZO	10/16/2014	0:00	15	28.77	0	0.00	1032.85					
SPZO	10/16/2014	1:00	10	43.03	M	1.03	1032.85					
SPZO	10/16/2014	2:00	9	46.02	280	2.06	1033.86					
SPZO	10/16/2014	3:00	8	53	M	1.03	1035.90					
SPZO	10/16/2014	4:00	8	49.24	M	1.03	1035.90					
SPZO	10/16/2014	5:00	8	49.24	M	1.03	1035.90					
SPZO	10/16/2014	6:00	7	52.72	290	1.54	1035.90					
SPZO	10/16/2014	7:00	7	61.03	290	1.54	1034.88					
SPZO	10/16/2014	8:00	5	65.16	0	0.00	1033.86					
SPZO	10/16/2014	9:00	6	60.79	0	0.00	1034.88					
SPZO	10/16/2014	10:00	4	69.88	280	1.54	1035.90					
SPZO	10/16/2014	10:30	5	65.16	0	0.00	1035.90					
SPZO	10/16/2014	11:00	6	60.79	0	0.00	1036.91					
SPZO	10/16/2014	11:30	9	57.26	0	0.00	1036.91					
SPZO	10/16/2014	12:00	10	49.81	0	0.00	1037.93					
SPZO	10/16/2014	12:30	12	43.61	0	0.00	1037.93					
SPZO	10/16/2014	13:00	12	46.88	0	0.00	1037.93					
SPZO	10/16/2014	13:30	14	38.26	M	2.06	1037.93					
SPZO	10/16/2014	14:00	16	31.28	M	1.54	1037.93					
SPZO	10/16/2014	14:21	17	27.27	M	1.54	1036.91					
SPZO	10/16/2014	15:00	18	23.77	310	3.09	1036.91					
SPZO	10/16/2014	15:30	19	22.33	M	4.12	1035.90					
SPZO	10/16/2014	16:00	19	19.22	M	4.12	1035.90					
SPZO	10/16/2014	16:30	18	18.96	360	7.72	1034.88					
SPZO	10/16/2014	17:00	19	17.81	360	7.72	1034.88					
SPZO	10/16/2014	17:30	19	22.33	10	8.23	1033.86					
SPZO	10/16/2014	19:00	19	22.33	10	7.72	1032.85					
SPZO	10/16/2014	19:30	20	20.98	20	7.20	1031.83					
SPZO	10/16/2014	20:00	19	22.33	10	7.72	1031.83					
SPZO	10/16/2014	20:30	19	22.33	360	6.69	1031.83					
SPZO	10/16/2014	21:00	19	22.33	360	6.69	1031.83					
SPZO	10/16/2014	21:20	18	23.77	360	6.69	1031.16					
SPZO	10/16/2014	22:00	18	23.77	360	6.69	1031.83					
SPZO	10/16/2014	22:40	16	26.98	10	5.14	1031.83					
SPZO	10/16/2014	23:00	16	26.98	10	5.66	1031.83					
SPZO	10/17/2014	0:00	15	38.56	350	3.60	1032.85					
SPZO	10/17/2014	1:00	14	44.19	80	4.63	1033.86					
SPZO	10/17/2014	2:00	13	47.16	360	4.63	1033.86					
SPZO	10/17/2014	3:00	10	57.52	60	2.57	1034.88					
SPZO	10/17/2014	4:00	8	61.28	260	1.54	1033.86					
SPZO	10/17/2014	5:00	8	61.28	0	0.00	1033.86					
SPZO	10/17/2014	6:00	7	65.61	0	0.00	1033.86					
SPZO	10/17/2014	7:00	7	70.48	0	0.00	1033.86					
SPZO	10/17/2014	8:00	6	70.28	0	0.00	1032.85					
SPZO	10/17/2014	9:00	5	75.33	0	0.00	1033.86					
SPZO	10/17/2014	10:00	6	70.28	0	0.00	1033.86					
SPZO	10/17/2014	10:30	5	75.33	0	0.00	1034.88					
SPZO	10/17/2014	11:00	5	75.33	270	1.54	1034.88					
SPZO	10/17/2014	11:30	8	65.83	240	1.03	1034.88					
SPZO	10/17/2014	12:00	10	57.52	0	0.00	1035.90					
SPZO	10/17/2014	12:30	11	57.77	0	0.00	1035.90					
SPZO	10/17/2014	13:00	12	50.36	0	0.00	1035.90					
SPZO	10/17/2014	13:30	14	47.44	0	0.00	1035.90					
SPZO	10/17/2014	14:00	16	41.71	0	0.00	1034.88					
SPZO	10/17/2014	14:30	17	39.14	0	0.00	1034.88					
SPZO	10/17/2014	15:00	18	34.22	M	1.54	1034.88					
SPZO	10/17/2014	15:30	20	28.11	110	2.57	1033.86					
SPZO	10/17/2014	16:00	20	28.11	60	2.06	1032.85					
SPZO	10/17/2014	16:40	21	26.43	20	5.66	1031.83					
SPZO	10/17/2014	17:00	21	24.59	20	5.66	1031.83					
SPZO	10/17/2014	17:30	20	24.32	10	6.69	1031.16					
SPZO	10/17/2014	18:00	21	24.59	360	7.72	1031.16					
SPZO	10/17/2014	18:30	21	22.86	10	6.69	1030.14					
SPZO	10/17/2014	19:00	22	23.13	10	6.17	1030.14					
SPZO	10/17/2014	19:30	21	21.24	20	7.72	1029.12					
SPZO	10/17/2014	20:00	20	22.59	10	7.72	1029.12					
SPZO	10/17/2014	20:30	18	23.77	20	7.20	1029.12					
SPZO	10/17/2014	21:00	18	22.06	20	7.20	1029.12					
SPZO	10/17/2014	22:00	17	27.27	360	4.63	1030.14					
SPZO	10/17/2014	22:30	16	26.98	20	4.12	1030.14					
SPZO	10/17/2014	23:00	15	30.98	20	4.63	1030.14					
SPZO	10/18/2014	0:00	14	30.69	M	1.54	1031.83					
SPZO	10/18/2014	1:00	13	37.97	M	0.51	1032.85					
SPZO	10/18/2014	2:00	10	46.31	M	1.03	1032.85					
SPZO	10/18/2014	3:00	10	46.31	0	0.00	1033.86					
SPZO	10/18/2014	4:00	9	53.27	0	0.00	1032.85					
SPZO	10/18/2014	5:00	10	49.81	0	0.00	1032.85					
SPZO	10/18/2014	6:00	8	61.28	0	0.00	1031.83					
SPZO	10/18/2014	7:00	7	61.03	80	2.06	1031.83					
SPZO	10/18/2014	8:00	5	70.08	80	1.54	1031.16					
SPZO	10/18/2014	9:00	6	65.38	90	1.54	1031.16					
SPZO	10/18/2014	10:00	5	70.08	70	1.03	1031.83					
SPZO	10/18/2014	10:30	5	70.08	60	1.54	1031.83					
SPZO	10/18/2014	11:00	6	70.28	M	1.03	1032.85					
SPZO	10/18/2014	11:30	9	57.26	0	0.00	1032.85					
SPZO	10/18/2014	12:00	10	53.54	0	0.00	1033.86					
SPZO	10/18/2014	12:30	11	53.81	M	1.54	1033.86					
SPZO	10/18/2014	13:00	12	50.36	M	2.06	1033.86					
SPZO	10/18/2014	13:30	14	44.19	M	2.06	1033.86					
SPZO	10/18/2014	14:00	15	41.42	M	1.54	1032.85					
SPZO	10/18/2014	14:30	17	36.45	M	2.06	1032.85					
SPZO	10/18/2014	15:00	18	34.22	M	1.03	1031.83					
SPZO	10/18/2014	15:30	19	32.14	M	1.54	1031.83					
SPZO	10/18/2014	16:00	20	28.11	120	2.06	1031.16					
SPZO	10/18/2014	16:30	20	26.15	M	2.06	1030.14					
SPZO	10/18/2014	17:00	21	26.43	M	3.09	1030.14					
SPZO	10/18/2014	17:23	23	23.39	330	3.09	1029.12					
SPZO	10/18/2014	18:00	23	23.39	M	3.09	1028.11					
SPZO	10/18/2014	18:30	22	26.71	M	2.57	1027.09					
SPZO	10/18/2014	19:00	22	23.13	10	5.14	1026.08					
SPZO	10/18/2014	19:30	21	26.43	360	6.17	1026.08					
SPZO	10/18/2014	20:00	21	28.39	20	6.17	1026.08					
SPZO	10/18/2014	20:30	19	32.14	340	5.14	1026.08					
SPZO	10/18/2014	21:00	19	32.14	350	5.14	1027.09					
SPZO	10/18/2014	21:30	18	34.22	320	5.14	1027.09					
SPZO	10/18/2014	22:00	18	34.22	M	3.09	1027.09					
SPZO	10/18/2014	22:30	17	36.45	350	4.63	1027.09					
SPZO	10/18/2014	23:00	16	38.85	360	3.60	1028.11					
SPZO	10/19/2014	0:00	15	41.42	M	0.51	1029.12					
SPZO	10/19/2014	1:00	13	47.16	220	1.54	1029.12					
SPZO	10/19/2014	2:00	11	57.77	80	2.57	1031.16					
SPZO	10/19/2014	3:00	11	57.77	M	1.03	1031.16					
SPZO	10/19/2014	4:00	11	57.77	0	0.00	1031.16					
SPZO	10/19/2014	5:00	10	61.76	M	1.03	1031.16					
SPZO	10/19/2014	6:00	11	57.77	0	0.00	1031.16					
SPZO	10/19/2014	7:00	11	57.77	90	2.57	1030.14					
SPZO	10/19/2014	8:00	10	66.27	80	1.54	1030.14	0.8				
SPZO	10/19/2014	9:00	9	81.47	110	2.06	1030.14	5				
SPZO	10/19/2014	10:00	9	81.47	250	1.03	1031.16	0.4				
SPZO	10/19/2014	10:30	10	71.07	0	0.00	1031.16					
SPZO	10/19/2014	11:00	9	81.47	80	1.54	1031.16					
SPZO	10/19/2014	11:30	9	81.47	M	1.03	1031.83					
SPZO	10/19/2014	12:00	9	81.47	0	0.00	1032.85	0.8				
SPZO	10/19/2014	12:30	9	81.47	0	0.00	1032.85					
SPZO	10/19/2014	13:00	10	76.18	M	1.03	1033.86	0.8				
SPZO	10/19/2014	13:33	12	71.45	270	2.57	1033.86					
SPZO	10/19/2014	14:00	13	58.27	260	2.57	1032.85					
SPZO	10/19/2014	14:30	15	54.86	0	0.00	1032.85					
SPZO	10/19/2014	15:00	16	55.12	M	1.03	1031.83					
SPZO	10/19/2014	15:30	17	45.04	280	6.69	1031.83					
SPZO	10/19/2014	16:00	17	48.28	270	7.20	1031.16					
SPZO	10/19/2014	16:30	18	42.28	260	4.12	1031.16					
SPZO	10/19/2014	17:00	17	42	260	5.14	1030.14					
SPZO	10/19/2014	17:30	19	34.51	M	3.09	1029.12					
SPZO	10/19/2014	18:00	20	32.43	M	2.57	1029.12					
SPZO	10/19/2014	18:30	20	32.43	270	3.60	1027.09					
SPZO	10/19/2014	19:00	18	39.43	280	3.60	1027.09					
SPZO	10/19/2014	19:20	16	44.76	270	6.17	1027.09					
SPZO	10/19/2014	20:00	14	54.6	260	7.20	1027.09	2				
SPZO	10/19/2014	20:30	15	51.18	30	2.57	1027.09					
SPZO	10/19/2014	21:00	16	44.76	30	2.57	1027.09	0.8				
SPZO	10/19/2014	21:15	15	47.72	M	2.57	1027.09					
SPZO	10/19/2014	22:00	13	58.27	10	3.09	1027.09	1.4				
SPZO	10/19/2014	23:00	13	66.91	320	2.06	1029.12	0.2				
SPZO	10/20/2014	0:00	12	62.23	270	4.63	1030.14					
SPZO	10/20/2014	1:00	12	58.02	M	1.54	1031.16					
SPZO	10/20/2014	2:00	12	62.23	0	0.00	1031.83					
SPZO	10/20/2014	3:00	10	71.07	0	0.00	1032.85					
SPZO	10/20/2014	5:00	9	76.01	0	0.00	1031.83					
SPZO	10/20/2014	6:00	8	75.84	M	1.54	1031.83					
SPZO	10/20/2014	7:00	8	75.84	280	1.03	1031.83					
SPZO	10/20/2014	8:00	9	70.88	M	1.03	1031.16					
SPZO	10/20/2014	9:00	8	75.84	60	1.03	1031.16					
SPZO	10/20/2014	10:00	8	75.84	80	1.54	1031.83					
SPZO	10/20/2014	10:30	7	81.2	0	0.00	1031.83					
SPZO	10/20/2014	11:00	7	81.2	0	0.00	1032.85					
SPZO	10/20/2014	11:30	8	75.84	0	0.00	1032.85					
SPZO	10/20/2014	12:00	11	61.99	0	0.00	1033.86					
SPZO	10/20/2014	12:30	13	54.34	0	0.00	1033.86					
SPZO	10/20/2014	13:00	13	54.34	M	1.03	1033.86					
SPZO	10/20/2014	13:30	14	50.91	M	1.03	1033.86					
SPZO	10/20/2014	14:00	15	44.47	M	1.03	1032.85					
SPZO	10/20/2014	14:30	15	41.42	80	2.57	1032.85					
SPZO	10/20/2014	15:00	15	41.42	M	1.54	1032.85					
SPZO	10/20/2014	15:30	15	38.56	M	1.03	1032.85					
SPZO	10/20/2014	16:00	15	38.56	M	1.54	1032.85					
SPZO	10/20/2014	16:30	18	36.74	M	1.54	1031.83					
SPZO	10/20/2014	17:00	17	36.45	70	4.12	1031.16					
SPZO	10/20/2014	17:30	16	38.85	M	3.60	1030.14					
SPZO	10/20/2014	18:00	16	41.71	360	6.17	1030.14					
SPZO	10/20/2014	18:30	16	36.16	10	6.17	1029.12					
SPZO	10/20/2014	19:00	16	38.85	360	4.12	1029.12					
SPZO	10/20/2014	19:30	16	36.16	350	4.63	1028.11					
SPZO	10/20/2014	20:00	16	36.16	350	4.12	1028.11					
SPZO	10/20/2014	20:30	15	47.72	250	5.66	1027.09					
SPZO	10/20/2014	21:00	14	50.91	260	5.66	1028.11					
SPZO	10/20/2014	21:30	14	50.91	260	5.14	1028.11					
SPZO	10/20/2014	22:00	14	50.91	260	5.14	1028.11					
SPZO	10/20/2014	22:30	13	54.34	270	6.69	1028.11					
SPZO	10/20/2014	23:00	13	50.64	260	5.66	1029.12					
SPZO	10/21/2014	0:00	11	57.77	250	4.63	1030.14					
SPZO	10/21/2014	1:00	11	57.77	260	3.09	1031.16					
SPZO	10/21/2014	2:00	11	61.99	270	1.54	1031.83					
SPZO	10/21/2014	3:00	11	61.99	0	0.00	1032.85					
SPZO	10/21/2014	4:00	11	57.77	0	0.00	1032.85					
SPZO	10/21/2014	5:00	10	66.27	0	0.00	1031.83					
SPZO	10/21/2014	6:00	11	61.99	0	0.00	1031.16					
SPZO	10/21/2014	7:00	10	66.27	260	2.06	1031.16					
SPZO	10/21/2014	8:00	10	71.07	0	0.00	1031.16					
SPZO	10/21/2014	9:00	10	66.27	M	1.03	1031.16					
SPZO	10/21/2014	10:00	10	71.07	M	1.03	1031.16					
SPZO	10/21/2014	10:30	9	70.88	0	0.00	1031.83					
SPZO	10/21/2014	11:00	9	76.01	0	0.00	1031.83					
SPZO	10/21/2014	11:30	10	66.27	240	2.06	1032.85					
SPZO	10/21/2014	12:00	10	71.07	260	2.57	1032.85					
SPZO	10/21/2014	12:30	11	61.99	M	0.51	1033.86					
SPZO	10/21/2014	13:00	12	58.02	M	0.51	1033.86					
SPZO	10/21/2014	13:30	13	50.64	M	1.54	1033.86					
SPZO	10/21/2014	14:00	15	44.47	M	1.03	1033.86					
SPZO	10/21/2014	14:30	15	44.47	M	2.57	1032.85					
SPZO	10/21/2014	15:00	16	44.76	260	3.60	1032.85					
SPZO	10/21/2014	15:30	17	33.93	10	2.57	1031.83					
SPZO	10/21/2014	16:00	17	36.45	360	2.57	1031.83					
SPZO	10/21/2014	16:30	17	39.14	40	2.57	1031.16					
SPZO	10/21/2014	17:00	19	32.14	60	2.57	1030.14					
SPZO	10/21/2014	17:30	18	34.22	310	3.09	1030.14					
SPZO	10/21/2014	18:00	19	34.51	350	2.57	1029.12					
SPZO	10/21/2014	18:45	18	34.22	360	4.12	1028.11					
SPZO	10/21/2014	19:00	17	39.14	10	4.12	1028.11					
SPZO	10/21/2014	19:30	15	44.47	20	6.17	1028.11					
SPZO	10/21/2014	20:00	16	44.76	90	7.20	1028.11					
SPZO	10/21/2014	20:45	12	71.45	90	5.14	1029.12					
SPZO	10/21/2014	21:00	12	71.45	100	5.14	1029.12					
SPZO	10/21/2014	21:40	11	71.26	50	2.57	1030.14					
SPZO	10/21/2014	22:00	11	76.34	50	2.57	1030.14					
SPZO	10/21/2014	22:40	10	76.18	280	2.57	1031.16					
SPZO	10/21/2014	23:00	10	76.18	280	2.06	1031.16	1.2				
SPZO	10/21/2014	23:30	9	81.47	200	2.06	1031.16					
SPZO	10/22/2014	0:00	9	81.47	M	1.03	1031.83	1				
SPZO	10/22/2014	1:00	9	81.47	20	2.57	1032.85					
SPZO	10/22/2014	2:00	8	81.34	M	1.54	1033.86					
SPZO	10/22/2014	3:00	9	81.47	0	0.00	1033.86					
SPZO	10/22/2014	4:00	9	81.47	0	0.00	1033.86					
SPZO	10/22/2014	5:00	8	87.19	0	0.00	1032.85					
SPZO	10/22/2014	6:00	8	81.34	0	0.00	1031.83					
SPZO	10/22/2014	7:00	9	81.47	0	0.00	1031.83					
SPZO	10/22/2014	8:00	9	81.47	60	1.03	1031.16					
SPZO	10/22/2014	9:00	9	81.47	0	0.00	1031.83					
SPZO	10/22/2014	10:00	9	81.47	0	0.00	1031.83					
SPZO	10/22/2014	10:15	9	81.47	0	0.00	1031.83					
SPZO	10/22/2014	11:00	9	81.47	0	0.00	1032.85	1				
SPZO	10/22/2014	11:30	10	81.61	0	0.00	1032.85					
SPZO	10/22/2014	12:00	10	76.18	0	0.00	1033.86					
SPZO	10/22/2014	12:30	11	71.26	0	0.00	1033.86					
SPZO	10/22/2014	13:00	12	62.23	0	0.00	1034.88					
SPZO	10/22/2014	13:30	12	62.23	0	0.00	1034.88					
SPZO	10/22/2014	14:00	13	58.27	0	0.00	1034.88					
SPZO	10/22/2014	14:30	15	51.18	0	0.00	1033.86					
SPZO	10/22/2014	15:00	15	47.72	120	2.06	1033.86					
SPZO	10/22/2014	15:30	16	44.76	M	1.54	1033.86					
SPZO	10/22/2014	16:00	17	42	M	1.54	1032.85					
SPZO	10/22/2014	16:30	17	45.04	M	1.03	1031.83					
SPZO	10/22/2014	17:00	17	36.45	M	2.57	1031.83					
SPZO	10/22/2014	17:30	16	48	270	6.69	1031.16					
SPZO	10/22/2014	18:00	16	48	270	5.14	1031.16					
SPZO	10/22/2014	18:30	19	37.03	250	3.60	1030.14					
SPZO	10/22/2014	19:00	19	37.03	M	2.06	1029.12					
SPZO	10/22/2014	19:30	18	39.43	360	3.09	1028.11					
SPZO	10/22/2014	20:00	19	37.03	M	1.54	1028.11					
SPZO	10/22/2014	20:30	19	34.51	290	3.60	1028.11					
SPZO	10/22/2014	21:00	18	36.74	320	3.60	1028.11					
SPZO	10/22/2014	21:30	18	39.43	280	4.63	1028.11					
SPZO	10/22/2014	22:00	16	48	340	3.60	1029.12					
SPZO	10/22/2014	22:30	15	47.72	10	4.12	1029.12					
SPZO	10/22/2014	23:00	15	51.18	40	2.57	1030.14					
SPZO	10/23/2014	0:00	M	M	0	0.00	1030.14	1				
SPZO	10/23/2014	1:00	12	66.7	0	0.00	1031.83					
SPZO	10/23/2014	2:00	10	76.18	0	0.00	1032.85					
SPZO	10/23/2014	3:00	10	76.18	0	0.00	1033.86					
SPZO	10/23/2014	4:00	8	81.34	0	0.00	1032.85					
SPZO	10/23/2014	5:00	9	81.47	0	0.00	1032.85					
SPZO	10/23/2014	6:00	10	76.18	0	0.00	1031.83					
SPZO	10/23/2014	7:00	10	76.18	0	0.00	1031.83					
SPZO	10/23/2014	8:00	10	76.18	0	0.00	1031.83					
SPZO	10/23/2014	9:00	10	76.18	0	0.00	1031.83					
SPZO	10/23/2014	10:00	9	81.47	M	1.03	1031.83					
SPZO	10/23/2014	10:30	10	76.18	0	0.00	1032.85					
SPZO	10/23/2014	11:00	10	76.18	0	0.00	1032.85					
SPZO	10/23/2014	11:30	10	81.61	M	1.03	1032.85					
SPZO	10/23/2014	12:00	10	81.61	70	2.57	1033.86					
SPZO	10/23/2014	12:30	12	71.45	0	0.00	1033.86					
SPZO	10/23/2014	13:00	13	62.46	M	0.51	1033.86					
SPZO	10/23/2014	13:30	15	51.18	M	0.51	1033.86					
